Study Hours,Sleep Hours,Social Media,Attendance,Past Avg Score,actual_score,predicted_score
2.9,4.83,0.46,78.42,90.3,99.31,99.31619121748494
4.46,4.4,2.32,91.4,97.37,115.02,115.06879380878506
3.45,5.62,2.58,61.51,73.77,90.76,90.71048113196012
7.97,4.29,2.45,75.36,71.73,131.01,130.99999988080228
7.03,4.31,3.85,99.64,88.37,133.77,133.7410122437437
4.17,6.53,2.41,59.6,64.6,96.01,96.01943474276908
2.7,5.61,3.45,82.81,52.8,80.2,80.19245017721032
6.81,6.01,2.45,93.72,89.97,138.54,138.5252013950469
6.6,6.87,0.83,57.97,84.48,129.5,129.53321665422865
3.6,3.14,2.99,75.58,65.01,84.54,84.51718393524551
1.8,7.19,1.31,84.59,83.48,93.94,93.91952484792131
2.31,8.31,2.75,88.59,52.89,87.95,87.953096369272
2.75,6.58,0.56,83.58,75.92,98.79,98.81228098444686
3.84,3.94,3.06,58.87,54.34,79.71,79.65561676283532
3.49,8.74,0.62,65.58,76.92,106.86,106.83228933784966
6.27,4.44,1.24,71.16,74.7,118.49,118.49783139005997
4.56,4.21,4.31,71.59,79.58,98.32,98.35874002385312
1.86,3.82,2.09,81.54,66.95,75.31,75.26136735824204
4.95,3.62,3.83,83.01,85.12,106.65,106.70113050439875
5.72,3.29,4.06,86.34,96.96,117.93,117.91654092868669
1.74,5.77,3.09,98.76,57.84,79.58,79.55396544678737
7.79,5.51,4.38,66.56,92.15,134.7,134.7084877248469
7.2,8.31,1.21,89.88,78.48,145.69,145.6672815546666
5.76,5.13,3.64,90.61,73.15,116.37,116.39340011045704
5.7,3.85,1.66,56.67,50.3,96.68,96.64962308646531
1.34,8.81,0.82,50.87,59.9,76.09,76.07024065149946
4.78,4.96,4.53,55.6,87.42,100.47,100.48766099442847
6.4,5.05,3.33,90.94,73.62,122.79,122.82047039177635
5.68,3.38,2.99,98.68,54.82,106.86,106.81181127708318
5.84,8.81,4.33,83.43,82.73,128.4,128.4521551763136
7.76,7.83,3.92,98.0,50.32,135.05,135.01872181639337
1.9,8.75,1.98,58.98,59.9,81.03,81.04350209949425
2.43,3.52,1.57,73.99,55.37,73.63,73.63385763016171
7.22,5.51,2.27,52.67,52.39,113.7,113.72602666523633
2.59,4.24,0.79,67.2,60.76,78.91,78.9129664775956
2.64,3.04,1.77,83.14,72.05,83.08,83.10147313241282
7.79,6.99,4.37,76.35,54.35,126.94,126.98506224994202
4.03,8.74,2.09,64.66,54.49,99.49,99.50372420197938
6.09,6.86,3.32,85.49,79.34,126.13,126.13378281121695
5.88,6.96,0.03,51.1,78.88,120.68,120.62183224121142
5.6,5.27,0.32,53.14,71.58,110.13,110.1433475438476
7.01,3.77,3.29,84.79,88.67,128.76,128.7255045107162
7.91,5.08,4.72,94.54,71.99,134.15,134.1486717173607
1.3,7.83,1.02,52.56,60.95,73.29,73.29712255259713
3.35,7.87,4.94,62.3,65.98,88.95,88.9617057887903
4.3,4.04,2.99,89.45,70.2,99.79,99.7549453565883
5.82,4.91,4.81,64.08,95.59,114.94,114.95019912981087
7.97,3.84,2.85,62.32,62.84,121.4,121.38131689814738
2.37,5.85,1.46,75.18,76.69,89.15,89.18988448464003
1.9,7.39,0.63,85.09,83.33,96.92,96.86958726829624
6.36,4.61,2.19,54.11,77.44,113.93,113.89846216804068
6.74,4.26,0.84,75.28,75.96,124.77,124.72799282178718
4.47,8.99,2.93,99.03,79.88,122.96,123.00242665819248
4.69,5.15,1.21,87.93,50.09,101.7,101.65464252077925
4.04,4.96,4.05,75.99,51.08,86.38,86.368217341931
5.53,5.16,2.32,99.81,90.5,126.73,126.7540990737676
2.16,7.76,0.0,81.43,61.65,91.79,91.80902245049612
5.21,8.97,3.72,100.0,92.08,133.22,133.19383330129736
3.16,4.17,0.2,55.98,67.65,84.43,84.40287834461134
5.28,5.5,1.89,73.93,89.2,118.07,118.0993872657076
4.53,3.43,0.53,63.47,52.28,89.98,89.95167759557285
3.76,7.42,4.39,70.56,84.48,102.28,102.28037377863588
5.29,4.92,2.67,62.66,95.95,114.21,114.20813331386631
3.76,7.38,4.93,66.87,69.63,94.01,94.0328741973247
4.34,6.01,0.78,63.86,92.74,111.77,111.78421184936403
2.28,4.78,0.21,54.57,69.75,78.71,78.70992461682637
3.76,4.51,0.79,94.04,62.83,99.18,99.13393375751139
7.98,3.11,1.19,77.49,55.69,124.3,124.29242653984679
5.1,6.02,3.36,99.03,69.27,114.65,114.6576419740452
1.81,3.16,3.27,77.45,69.75,70.37,70.36418731948993
7.96,7.39,2.65,72.49,59.92,134.24,134.22520341949198
2.84,6.71,2.61,74.37,51.13,83.24,83.23240080449392
7.53,4.43,4.77,86.15,64.89,123.35,123.32109202162513
7.69,8.97,1.38,92.62,59.06,144.73,144.7710263785496
5.77,4.18,4.92,78.56,66.46,104.8,104.78170151283659
5.61,8.42,0.59,64.01,93.65,131.23,131.233824785531
2.43,7.56,4.8,68.7,87.17,90.42,90.42828669306587
2.33,5.64,0.9,92.2,93.49,101.16,101.14675481891734
1.32,5.26,3.5,62.74,62.4,64.46,64.44093861811301
3.46,3.2,2.6,55.12,95.55,90.26,90.29540676430511
3.74,5.79,2.43,79.33,75.57,100.25,100.19708633554973
6.23,4.5,4.18,54.78,53.79,99.2,99.15882021642936
6.92,8.15,4.27,63.93,97.62,136.39,136.4179771792964
5.01,8.63,3.14,76.46,88.73,123.17,123.13100939496323
6.75,8.13,3.64,93.21,93.95,143.38,143.40468205476466
6.07,6.01,4.42,89.02,75.98,120.92,120.9186224310235
7.55,6.35,0.92,85.12,65.12,136.78,136.7444632983388
4.5,5.01,1.1,54.87,74.59,99.67,99.62631233149907
6.14,4.39,1.76,87.38,76.77,121.87,121.83231179113284
1.1,3.12,3.08,55.56,73.17,59.06,59.034590441756734
1.77,8.49,3.36,77.22,61.06,82.25,82.26996944493214
7.62,7.45,2.24,82.88,78.03,142.57,142.5269444001679
2.95,4.79,3.55,50.02,57.86,71.95,71.96853422240494
7.21,3.58,3.32,56.24,53.64,107.27,107.31678198154401
7.02,3.69,2.13,60.22,86.12,122.49,122.50374652358705
6.44,8.58,4.51,85.2,69.57,128.11,128.06887600143133
2.52,5.31,4.36,52.78,89.56,81.58,81.54748648550657
2.25,8.81,0.04,81.31,54.74,92.89,92.88904885399947
5.1,7.22,4.44,98.16,67.24,115.02,115.02478729189758
5.32,4.22,4.89,68.95,58.48,94.87,94.83619054726356
5.11,3.28,1.01,69.71,89.59,110.6,110.55884470993071
7.44,8.83,0.93,77.06,52.67,135.77,135.77637856081049
4.47,8.29,0.19,54.83,66.65,107.82,107.82873495425947
1.14,4.59,2.63,96.97,67.57,74.84,74.88888738089008
1.19,6.78,4.83,76.76,56.12,66.85,66.86543565308908
3.04,7.4,0.61,70.45,86.64,104.09,104.13137774969343
3.33,8.22,3.35,97.65,51.86,98.01,97.9694001540812
5.59,5.01,0.59,56.0,75.5,111.13,111.15947663002386
2.2,4.7,1.44,63.98,62.76,75.36,75.31697441863678
6.23,6.49,1.33,50.93,79.51,119.91,119.96277952704767
7.79,7.6,3.84,67.55,67.5,132.51,132.49527832554224
6.29,6.71,3.32,69.64,97.34,129.92,129.92879894964872
1.43,6.95,2.05,96.5,57.13,81.41,81.42208620554177
3.13,8.45,2.38,57.42,91.61,102.62,102.6303413245135
2.35,8.58,3.44,67.13,56.38,82.69,82.70063961600607
3.97,7.32,4.57,57.5,64.14,91.45,91.45548169620179
7.56,8.83,0.2,60.38,88.56,147.69,147.66886167487698
3.73,8.91,1.41,73.09,72.2,108.29,108.28742682035744
7.54,5.93,2.48,55.97,54.3,119.16,119.20027822542998
4.05,6.48,3.85,67.71,95.84,106.84,106.83944128106303
3.3,7.84,3.1,58.69,95.67,102.91,102.89537736328529
2.12,6.06,2.13,98.92,50.77,83.04,82.9838849507815
6.64,4.77,0.62,55.18,60.3,113.53,113.50311504364244
4.45,4.77,3.79,95.64,53.92,97.07,97.03984413910138
7.01,3.72,3.53,62.88,90.78,122.38,122.36593728479923
5.3,4.28,2.24,85.89,68.8,109.33,109.3469576159732
7.05,7.18,2.63,80.02,67.72,130.84,130.82448750445639
4.29,5.0,0.66,80.52,74.54,106.25,106.26200676384067
6.75,4.7,3.6,92.21,88.29,130.59,130.62985198685686
6.26,7.38,2.1,83.8,71.91,128.14,128.18466665184582
3.28,7.35,2.21,60.66,86.86,100.07,100.09211379798472
4.93,5.62,2.48,74.91,64.62,104.61,104.5907615528163
6.0,8.86,3.03,61.83,78.57,124.5,124.49747852245261
6.88,5.55,2.81,62.0,67.28,118.44,118.46164446764818
5.77,5.91,4.92,62.17,88.95,114.09,114.05115902882667
4.33,7.8,2.31,54.92,66.32,100.73,100.75360780964799
3.37,3.36,3.76,60.03,79.47,82.64,82.68614046329343
4.76,3.98,4.59,59.71,73.78,93.0,93.02423185187142
1.47,7.63,4.18,62.35,85.93,80.84,80.83700166870388
5.81,4.15,3.0,92.29,53.34,107.76,107.7627544039171
4.93,4.03,2.48,87.4,79.32,109.46,109.44818755966031
2.03,4.01,1.46,90.71,57.35,77.58,77.53243073397253
1.29,8.13,2.49,61.25,82.52,82.42,82.40297158835745
2.3,4.2,3.41,71.14,64.2,73.5,73.50111271926774
7.77,6.13,3.7,98.69,54.17,132.16,132.19551852767162
3.97,8.04,2.28,59.37,67.77,100.18,100.20878063315824
4.24,5.6,3.78,75.62,50.71,90.34,90.3693409135754
4.24,6.52,2.58,84.03,68.16,104.99,105.0332120828021
7.17,3.54,2.03,50.14,85.66,120.39,120.39544008837139
5.42,8.67,1.88,91.05,93.71,135.81,135.83060115766207
2.11,4.43,3.91,63.49,87.75,78.64,78.60653305830523
6.68,3.81,4.17,97.12,94.48,130.12,130.1389689775293
6.85,8.89,2.0,60.39,67.64,129.48,129.49324960965797
1.22,7.87,2.73,61.43,77.69,78.62,78.63479316021755
5.35,8.1,4.77,62.15,59.16,105.2,105.21876381004343
7.46,3.15,0.95,94.51,63.1,128.31,128.28305217675486
4.01,6.06,0.43,99.85,85.4,117.56,117.52600454351708
1.66,5.69,1.25,70.98,55.48,72.98,72.99511859655581
6.02,4.76,4.79,92.26,65.67,112.78,112.82619894549131
7.68,5.33,4.46,55.41,77.09,123.64,123.64874026548493
1.53,4.32,3.53,58.88,63.5,62.72,62.7327001048474
3.13,4.71,0.98,89.12,56.82,89.81,89.80361636247159
2.43,7.54,1.34,68.03,54.26,83.92,83.92243240341514
5.53,3.85,0.93,82.03,59.43,107.83,107.84055544842725
7.68,7.15,4.24,85.36,77.58,138.77,138.73093729091354
2.85,6.56,2.8,83.09,81.03,97.04,97.06939123968033
5.6,5.61,4.34,70.88,89.92,115.77,115.78235700778765
7.6,6.51,4.14,84.97,74.54,135.0,134.9577180697697
3.61,3.23,0.95,61.29,78.0,89.87,89.86615424650915
3.11,4.2,3.67,79.16,69.07,84.59,84.62553971032678
3.49,7.41,4.34,79.94,71.85,97.7,97.6822796126922
3.83,6.96,1.67,67.78,63.36,97.69,97.68768461865005
4.11,5.06,4.41,92.72,74.74,101.04,101.06232160051248
6.74,5.39,0.74,96.56,92.03,141.09,141.13121994477655
3.83,8.91,3.31,82.49,60.83,103.68,103.65939102174966
3.2,4.64,0.9,95.9,95.24,107.77,107.78679677742981
2.66,7.82,3.44,92.85,85.71,102.62,102.66000303022186
3.52,5.4,2.76,83.27,51.51,87.96,87.94447350669394
1.17,8.83,1.11,93.04,60.17,86.81,86.78040884030253
4.61,6.04,4.73,76.43,95.69,111.38,111.35564504996245
4.87,6.13,1.47,59.41,65.6,103.36,103.34245307164514
1.3,4.22,2.83,60.02,53.58,58.18,58.136437481976074
2.41,7.42,0.6,74.18,58.51,88.37,88.40769416901963
1.66,5.1,2.59,74.15,56.83,70.04,70.03612051992891
2.22,6.67,1.06,92.2,87.46,100.49,100.51478338866215
7.68,5.65,3.87,95.61,76.84,137.72,137.74991961623277
7.32,7.33,0.13,65.91,88.29,142.65,142.69969933877084
6.79,4.3,3.71,65.12,59.25,109.82,109.82526948215056
7.84,6.98,2.99,80.59,95.39,147.89,147.85425788221343
5.31,6.33,0.16,72.25,80.36,120.3,120.2792837616229
1.13,7.35,1.41,86.04,81.96,87.98,87.9964906837102
1.26,3.41,3.47,52.59,83.42,63.8,63.77384214812608
1.66,6.31,0.3,62.09,78.75,83.43,83.39659954714
3.44,4.24,3.06,64.49,58.22,80.19,80.19389268050696
2.37,5.81,3.82,97.8,92.13,97.26,97.31289294423624
2.7,3.67,1.28,73.82,65.61,81.17,81.13917551236837
2.73,7.25,4.29,94.06,59.48,89.74,89.75024811037845
6.85,5.18,3.48,78.06,69.43,121.44,121.42007005933206
6.85,3.39,3.18,83.15,79.05,122.04,122.02512159782117
2.97,3.84,2.62,91.02,97.0,99.17,99.11651995199995
7.72,6.87,0.68,69.59,68.08,136.89,136.83922459761172
1.8,4.27,1.39,52.94,94.35,79.87,79.85136603968385
3.66,6.46,0.72,73.44,60.8,97.24,97.23167011076035
2.09,3.4,1.03,63.28,68.17,73.21,73.2008389080083
1.82,3.87,4.6,97.12,76.0,78.31,78.3260259755429
6.68,4.37,2.05,51.29,78.0,115.74,115.71638420029349
1.05,6.52,3.54,76.56,80.33,77.03,77.0300037476145
2.67,3.91,2.05,74.05,81.64,86.57,86.53063600974423
7.7,7.07,2.62,78.01,89.72,144.52,144.56204477038983
3.57,7.71,0.7,63.84,56.55,95.66,95.63152239247462
2.45,4.78,1.06,98.28,92.7,100.85,100.83475008033288
1.33,4.28,2.23,93.63,96.03,86.86,86.85149493637343
7.76,8.01,3.55,66.39,76.4,137.25,137.24755437623094
6.15,8.3,2.57,82.98,50.35,120.13,120.14424613093794
1.66,4.17,1.84,57.04,85.14,74.95,74.9372056044734
6.64,5.37,2.94,50.42,78.45,116.44,116.49555303782876
3.14,3.41,1.99,83.66,88.62,95.04,95.0560356333352
5.36,5.37,1.96,95.96,61.15,113.65,113.67825574128565
2.99,5.17,2.16,96.04,84.34,100.67,100.6485903679644
4.31,5.29,0.49,96.79,61.94,107.48,107.49319175452067
7.57,5.9,0.21,69.94,56.12,128.86,128.83972698699588
5.07,4.04,2.47,64.85,96.15,110.75,110.72501133499844
7.48,4.26,0.89,68.6,72.79,128.06,128.01579580178614
3.65,7.66,1.98,82.16,95.72,114.83,114.80703993838937
7.27,6.07,4.49,59.02,89.2,128.06,128.04625672529616
7.06,6.41,3.73,53.08,79.86,123.22,123.17789818200232
4.05,7.69,4.82,68.14,85.23,104.38,104.41440272550206
1.6,5.04,1.28,55.03,73.96,73.01,73.05202341221498
7.93,6.05,4.83,83.01,92.09,141.59,141.60005866909648
5.47,6.05,1.17,86.34,70.36,119.04,119.08637242306511
1.19,8.5,3.51,62.76,62.8,73.16,73.13755606773677
7.46,8.94,2.49,85.86,59.09,138.35,138.37480336227753
1.38,6.09,0.71,74.69,57.87,74.8,74.82433686857048
3.86,7.88,1.67,90.79,90.76,118.55,118.58221624583874
5.61,7.63,2.28,52.23,59.16,108.15,108.15243891682826
4.01,6.88,1.65,50.96,75.57,98.99,98.94553496195405
3.15,3.43,4.46,59.99,53.29,69.01,69.0314471216924
5.73,4.2,0.62,83.36,86.09,122.38,122.37437299486908
3.73,4.18,3.76,78.69,50.97,82.58,82.58411249469142
3.66,3.19,2.69,83.73,66.1,88.74,88.68845680760546
4.88,6.39,3.89,52.43,50.77,91.34,91.3459083022221
3.43,3.52,0.82,78.86,81.34,95.95,95.98376962712751
5.42,3.65,3.12,78.08,61.61,101.53,101.55743870359863
1.62,8.38,2.66,99.39,52.97,85.37,85.40534653367072
1.68,4.25,0.67,72.84,50.69,68.66,68.6567766337242
7.49,4.49,3.65,85.85,81.58,132.0,131.96753185246845
6.01,7.25,2.95,89.74,82.48,129.83,129.8550520080337
7.08,8.89,3.31,88.81,89.22,146.09,146.10261602043823
3.85,5.76,2.08,57.66,91.66,101.71,101.73190709887322
6.88,5.73,3.59,67.08,81.85,124.75,124.79419366709415
1.97,6.6,4.89,78.15,90.15,87.26,87.25539881918655
2.45,4.2,3.86,56.63,91.72,80.65,80.606434243271
2.97,4.33,1.9,55.51,96.22,91.04,91.06060798137476
2.03,5.81,4.1,86.47,50.86,73.77,73.7844707784764
7.22,6.58,0.81,85.71,50.42,128.94,128.9811107473449
7.55,5.77,0.56,51.3,77.86,130.61,130.67374260639582
3.62,8.26,4.95,73.19,90.59,105.61,105.65374901112165
6.08,7.06,3.77,72.34,50.43,110.26,110.2336999378501
2.75,3.27,3.44,53.14,83.16,76.85,76.88496884844677
1.98,6.84,1.48,66.58,64.09,81.0,80.98946879095443
3.17,4.4,3.55,79.99,71.53,87.24,87.23867154864486
5.63,3.35,2.0,96.85,70.27,113.89,113.88315723716163
3.66,4.06,3.01,99.53,85.01,102.99,102.96355243875776
4.17,8.93,2.53,68.26,78.4,111.03,111.09849234238182
7.73,8.45,2.42,75.32,79.02,144.29,144.2849599331925
5.62,7.5,4.53,86.57,91.78,126.66,126.70420465300717
4.38,4.68,0.16,60.68,63.35,96.64,96.68311393895128
1.37,8.18,3.03,83.85,58.05,79.18,79.18498022755682
5.3,8.16,3.48,99.13,97.69,134.03,134.03681019575666
1.67,5.25,1.12,94.42,77.12,87.73,87.7142516731363
3.42,8.93,1.74,68.62,71.5,103.28,103.2762555838331
6.95,6.27,4.05,69.54,54.93,116.04,116.09367036511688
7.53,7.12,0.1,60.66,89.46,142.86,142.91256378971408
4.13,3.95,4.95,96.06,52.68,89.01,89.00962829814411
5.26,4.12,3.43,94.05,97.21,119.96,119.9398804564296
5.58,3.62,1.37,73.26,86.0,114.7,114.71795874861756
6.89,5.55,4.84,94.05,51.35,117.74,117.73511221039249
6.87,8.76,0.49,63.77,77.3,137.21,137.18158159802397
3.81,3.33,4.92,80.22,76.39,89.02,89.06165283890365
3.61,7.48,1.91,66.06,95.45,109.07,109.10854621215015
7.76,6.8,2.36,67.53,95.25,143.92,143.87985206478808
4.33,3.83,4.97,51.55,74.1,85.65,85.62393974672062
3.98,6.48,2.86,63.97,77.38,99.73,99.68285742758692
4.05,8.18,4.57,88.86,57.8,101.65,101.62836358322984
6.33,4.01,1.95,76.92,88.03,123.38,123.38825706290994
5.09,7.57,3.6,84.31,96.59,125.24,125.25023450700265
2.56,5.93,0.61,57.05,87.84,91.88,91.8607077548901
7.83,6.97,3.48,64.41,73.48,133.14,133.13523186378288
6.74,5.08,4.2,85.27,86.96,127.91,127.86569169245742
5.71,3.05,3.47,68.64,79.66,106.09,106.05555531273332
5.78,5.17,2.13,82.24,85.57,122.18,122.17050863468177
6.94,7.87,2.72,59.44,60.55,122.7,122.68184815926496
6.11,3.33,4.4,78.76,63.62,105.25,105.25550732553265
3.79,5.52,2.33,50.57,94.11,98.87,98.82471969997104
3.28,3.2,0.74,68.23,80.72,90.4,90.39638195484764
5.9,3.44,1.5,65.97,73.07,109.48,109.43841563439344
7.48,6.27,0.52,95.47,64.92,139.66,139.69972720589402
1.48,5.71,0.73,70.21,70.74,78.38,78.34848304071213
2.58,6.52,3.15,56.64,88.34,88.85,88.80780740785326
1.04,8.59,0.15,97.47,72.09,92.93,92.90778959727896
4.69,3.41,2.88,52.34,90.37,98.52,98.52935250744069
4.2,6.95,1.42,57.01,68.03,100.12,100.124541223973
6.07,7.54,0.82,82.68,91.95,137.23,137.19517618229273
2.61,8.84,3.25,88.36,87.56,105.06,105.04311718964455
7.36,6.45,3.27,72.16,50.98,121.14,121.08972017188997
2.95,8.94,2.27,54.95,62.03,90.15,90.12658140378767
1.83,5.18,2.28,64.21,91.48,83.34,83.30477676229339
4.78,5.56,0.16,99.35,66.33,115.72,115.71747649257576
5.98,3.1,1.9,53.73,59.7,99.31,99.31766743957112
1.23,8.68,3.61,55.32,74.32,76.24,76.2136853360482
3.47,4.43,3.0,60.71,70.6,84.91,84.97214830685935
4.11,8.03,3.21,99.69,86.48,119.15,119.16039615575355
4.52,4.77,0.27,95.24,79.88,114.98,114.97453673666419
3.04,4.23,3.29,83.06,95.83,96.68,96.72034459400116
2.8,6.51,0.16,51.05,87.63,94.81,94.77667210135097
5.89,4.8,0.4,60.56,84.07,118.39,118.4058164957882
1.28,8.41,1.32,58.78,96.89,90.51,90.50033596980379
5.11,4.54,4.45,70.79,71.01,100.41,100.35061078455908
2.22,6.71,0.62,68.9,84.57,93.37,93.36806924266561
4.8,4.32,1.62,91.36,78.0,111.51,111.52831211816866
2.54,4.86,4.98,74.32,59.59,73.61,73.61122087937929
1.9,5.41,2.97,80.0,71.32,79.94,79.91773987180557
6.78,4.4,1.06,82.17,69.6,124.6,124.59104901201513
7.17,5.96,3.97,73.89,95.07,134.67,134.66579638019613
5.81,7.57,4.03,79.41,58.44,114.12,114.1391745613372
7.76,5.37,2.33,92.0,75.25,139.01,138.99074200319777
2.15,3.58,2.72,80.93,95.69,87.18,87.20507465783464
4.83,4.22,0.75,96.45,90.52,119.76,119.7737685566809
1.23,4.37,0.49,90.99,63.06,75.69,75.72058423881907
1.8,8.16,2.59,69.6,58.23,79.69,79.67162839487027
5.43,7.47,4.99,88.8,91.97,124.74,124.72924457435937
3.31,8.95,0.16,65.8,88.49,111.52,111.45662150585059
4.09,5.69,3.83,87.57,68.9,100.04,100.05114864285603
2.79,5.35,4.71,58.38,52.12,70.11,70.1007022002353
3.56,7.24,2.47,50.18,94.68,101.72,101.74602908596036
5.95,6.16,4.25,80.15,92.27,124.48,124.48381615986068
3.75,8.63,4.85,62.74,77.62,99.76,99.81020491763392
1.8,5.43,3.97,53.64,71.43,69.19,69.21299535400689
4.55,5.06,0.91,98.45,92.76,120.93,120.95001477269413
4.6,5.02,1.79,63.12,54.07,93.45,93.44301673803925
7.7,3.05,2.13,96.38,86.93,137.91,137.8767194591693
3.65,7.05,2.15,97.47,80.2,110.99,111.02194619383557
2.86,7.91,1.52,52.31,58.45,85.52,85.50221417286104
5.28,8.57,2.17,82.73,52.86,114.84,114.85327406182014
4.39,7.66,0.91,86.34,74.39,116.38,116.32868156762635
7.15,3.29,0.9,97.94,50.12,121.89,121.84980781263528
7.62,6.17,4.82,96.63,76.36,136.95,136.9840229389164
6.28,4.37,1.66,65.4,55.01,107.92,107.93314446265472
2.13,6.31,0.07,53.04,68.62,81.35,81.31913136972905
7.21,5.89,0.09,54.38,56.95,121.53,121.4732786184197
3.83,7.7,0.49,72.85,62.91,103.61,103.60896342438946
2.7,6.92,3.92,65.87,66.88,83.79,83.73259068653442
4.42,4.86,4.71,88.6,76.92,102.28,102.28825324348057
2.43,7.35,3.72,79.83,61.56,85.05,85.05289906342182
3.3,6.3,3.68,94.05,56.6,92.11,92.09505083886745
5.45,4.93,4.97,97.31,50.14,103.15,103.14891253310505
1.51,5.96,3.66,76.62,63.29,72.42,72.45149989743537
1.04,5.81,1.58,55.64,71.04,68.75,68.73705543273508
7.27,4.31,1.58,52.06,50.28,110.88,110.92873490980324
4.0,8.71,3.78,94.02,80.17,114.81,114.84518980204973
2.83,8.0,2.82,52.76,93.46,97.05,97.0421414229457
2.87,7.88,4.95,72.51,71.27,89.83,89.83108303269532
7.36,5.91,1.69,66.55,77.53,131.53,131.567160155202
1.01,4.02,4.55,66.86,51.51,52.71,52.71049683416352
2.55,4.39,4.32,76.92,73.17,79.84,79.82356138794044
7.2,8.28,1.56,62.44,90.13,141.29,141.30481092014634
2.85,7.22,1.58,81.76,71.68,97.36,97.35024552052306
1.24,5.42,3.14,82.0,53.86,67.28,67.28327906469269
4.08,4.32,3.64,51.3,97.2,96.63,96.6696105428893
6.23,8.93,1.93,97.96,60.6,132.67,132.6290622463711
6.18,4.05,2.56,67.86,87.75,118.06,118.10798628321726
5.22,8.98,4.89,55.7,69.86,108.78,108.79401653216762
5.35,8.58,0.19,87.68,85.83,134.18,134.14728966504114
3.11,8.72,2.48,53.17,51.75,85.81,85.8402370111763
6.41,8.86,2.58,70.02,87.49,135.09,135.11298119637405
6.87,8.25,4.49,86.57,90.13,139.6,139.62442678181674
2.2,4.97,1.52,59.08,69.5,77.18,77.1930638567589
5.4,4.44,2.0,55.68,62.92,99.75,99.79100452133055
7.18,3.3,0.51,64.42,80.96,125.16,125.20968125026684
7.64,3.92,0.97,96.34,93.81,144.97,145.00706497594211
7.05,5.3,4.21,61.84,67.8,116.57,116.60161308990116
3.4,4.67,3.15,95.1,97.7,105.96,105.92084879157662
6.24,6.05,1.65,82.13,82.86,128.77,128.7936511892604
2.24,3.05,3.22,53.54,57.7,62.01,62.01022889693519
5.31,3.14,2.1,63.86,70.29,100.25,100.28316609204649
1.41,3.24,1.47,98.5,92.22,85.87,85.90834578429235
5.38,5.29,3.91,67.71,70.32,104.94,104.91068007269658
5.01,7.57,1.27,93.88,90.63,129.74,129.67735405524658
6.08,5.43,1.78,73.37,93.53,126.89,126.87354908375912
6.1,3.07,0.44,88.12,81.99,122.42,122.46222041639507
6.47,4.57,4.79,51.42,57.17,100.63,100.65284698061893
5.72,6.86,2.97,75.02,77.96,119.81,119.81042142681956
7.94,5.45,1.42,97.42,95.29,152.28,152.31345209801907
5.75,6.36,0.36,58.02,54.25,109.24,109.21525630659828
7.63,4.06,4.47,74.52,72.74,123.35,123.36191251713208
2.73,6.56,2.08,63.85,57.55,82.29,82.26423827975012
4.77,5.42,1.8,57.34,68.07,100.02,100.01931192846776
1.22,8.81,0.32,95.51,90.62,101.65,101.67227442579141
6.09,5.8,1.75,93.75,63.06,122.05,122.05939813974298
6.32,7.97,1.97,83.12,75.73,132.11,132.07886629489715
7.19,4.04,0.92,89.81,55.68,124.21,124.2048725679194
2.58,6.73,3.81,81.63,50.85,80.62,80.61856669183885
7.63,6.69,3.25,90.6,96.36,147.98,147.96548464672182
3.13,6.46,2.42,65.14,78.78,93.79,93.7638429143127
6.11,4.67,0.74,80.68,71.19,120.23,120.2000373823151
7.24,4.61,3.85,68.19,53.25,113.05,113.04630133272774
7.68,8.54,0.63,95.41,96.08,160.55,160.53698701043723
4.4,7.57,2.72,80.15,96.07,119.39,119.3440437721705
1.65,6.2,1.25,93.5,64.92,84.96,84.96808805605696
7.71,8.78,3.19,80.39,75.3,143.62,143.58806080944967
6.22,8.6,2.37,84.52,94.32,140.16,140.12549602777534
3.94,3.23,1.35,88.42,74.14,98.61,98.63183988647557
5.0,5.55,2.82,99.37,93.3,123.16,123.14217930280083
5.14,3.29,4.99,72.28,59.97,91.8,91.82112621199381
1.26,3.24,4.45,63.04,58.65,54.51,54.530451553767506
5.59,4.34,2.99,58.0,70.69,103.07,103.02526379645391
3.1,5.86,2.51,90.22,89.64,103.35,103.38270595372055
4.16,4.6,2.05,78.35,93.96,108.24,108.2293522848779
7.9,5.83,2.91,65.88,56.28,125.09,125.045618968541
3.8,7.04,2.49,97.67,81.72,112.3,112.330001663833
1.73,6.06,2.0,80.28,86.85,88.53,88.5742649107876
1.97,8.33,2.54,74.84,75.48,90.31,90.28427164948965
4.08,8.98,1.39,59.43,60.38,102.83,102.86078658911603
2.86,8.07,4.37,68.86,87.44,96.86,96.84444019048604
7.76,8.03,4.38,97.76,75.22,144.61,144.5873967808994
7.68,6.87,2.24,80.63,65.68,135.68,135.71145602583542
6.71,8.9,1.1,83.94,71.2,138.59,138.55299283582323
7.38,7.94,4.1,85.39,74.63,137.49,137.5099843032506
7.29,3.34,3.07,73.62,93.04,128.82,128.79225297425776
6.21,4.2,1.14,97.29,89.82,131.38,131.32590142831756
2.21,6.24,2.6,65.72,92.41,90.11,90.09008039006491
7.48,8.18,1.21,98.99,56.94,141.94,141.9139786882646
6.03,7.16,3.67,87.57,61.68,119.4,119.35343154660833
6.56,6.01,1.92,53.79,66.25,115.86,115.86645147465097
7.83,4.2,2.38,52.57,61.11,118.47,118.52405841763326
2.23,8.65,3.11,72.76,94.3,99.3,99.34878492671741
