Study Hours,Sleep Hours,Social Media,Attendance,Past Avg Score,Final Score
6.61,8.84,0.84,69.24,59.2,128.75
4.89,6.11,2.74,62.26,74.73,105.41
1.83,8.08,1.63,68.42,80.1,90.05
6.26,3.22,1.73,92.77,89.14,126.0
7.76,6.55,0.02,96.63,62.55,143.44
7.64,5.86,2.36,61.94,62.13,125.03
4.11,7.7,0.59,81.53,92.3,120.26
7.2,4.11,4.45,69.94,62.59,114.23
7.93,6.11,0.95,72.32,74.76,139.37
6.44,7.53,4.82,84.01,72.53,125.11
1.47,8.86,4.84,51.29,78.76,77.07
3.58,7.65,4.79,78.06,75.91,99.41
6.96,6.35,3.38,79.18,86.69,133.39
5.53,5.06,3.76,83.66,79.68,114.42
3.12,3.4,1.38,94.32,94.58,101.68
7.92,4.83,2.19,82.38,62.63,131.14
5.93,5.48,1.83,91.13,83.82,127.0
6.33,3.46,3.72,60.62,88.15,113.36
1.69,5.65,0.86,78.42,54.08,75.62
2.16,8.86,1.37,68.58,56.19,86.33
1.76,8.38,3.68,78.74,50.02,77.23
2.81,3.94,0.9,75.05,94.82,95.71
7.91,4.9,4.47,97.54,82.7,139.29
7.83,4.36,2.66,65.15,86.29,132.24
2.18,8.49,0.45,80.69,73.68,97.84
7.08,8.67,2.72,63.04,78.43,134.55
7.1,6.09,2.18,60.96,62.33,121.07
2.01,4.86,1.37,90.93,55.28,79.28
4.32,8.01,0.34,85.76,67.05,114.77
1.71,7.22,3.19,56.02,60.95,71.88
4.17,8.06,1.58,91.3,71.13,114.43
1.94,5.05,3.34,77.52,70.13,77.21
7.98,3.18,1.42,86.6,87.15,139.35
1.54,6.06,2.29,99.2,55.36,79.38
4.86,7.99,0.95,89.22,58.67,116.0
5.44,3.66,4.94,87.02,89.37,111.95
6.48,8.83,0.32,71.45,57.37,128.52
6.52,7.67,0.32,74.6,87.74,138.51
6.36,4.15,3.65,87.91,87.85,123.9
6.93,8.38,1.35,81.13,94.0,146.79
1.86,4.93,2.69,86.03,95.46,90.15
2.27,7.34,3.36,93.86,64.57,89.74
1.49,4.81,1.33,92.88,56.59,75.67
6.05,8.1,0.91,61.99,91.37,132.07
1.56,8.53,2.59,70.69,81.17,88.13
3.55,8.95,4.16,69.16,88.86,106.77
4.54,7.26,0.54,66.21,80.98,113.79
6.32,4.01,0.8,80.04,64.75,117.23
7.66,5.47,2.37,89.71,92.95,144.7
2.72,3.99,1.0,67.58,63.16,79.96
4.16,5.54,0.1,90.42,90.07,117.03
7.09,5.24,3.17,95.44,91.77,138.49
5.78,6.06,1.15,99.62,68.93,125.35
5.36,7.54,2.38,70.41,57.31,110.16
4.24,7.08,1.16,87.16,63.22,108.54
4.04,3.85,1.67,86.24,69.65,98.33
4.74,6.79,3.0,89.32,81.25,116.37
6.71,4.72,1.89,59.43,82.31,121.48
7.9,6.0,1.57,87.27,75.47,142.31
2.61,6.38,1.34,88.53,78.89,98.05
6.58,3.15,0.54,52.01,79.4,114.95
3.28,6.81,0.72,62.85,96.32,105.85
5.69,4.09,0.07,66.12,93.29,120.49
4.39,5.91,1.52,77.55,79.25,109.21
6.31,5.28,2.02,89.44,74.36,125.12
3.04,6.08,0.12,80.55,93.34,106.88
5.04,8.67,1.55,73.86,50.63,110.67
7.68,5.33,4.46,55.41,77.09,123.64
3.21,6.72,0.48,81.73,54.92,94.61
5.48,4.93,0.52,80.98,87.44,122.4
7.94,8.35,1.53,92.95,93.86,158.91
2.02,6.7,1.36,55.86,71.9,81.08
4.18,5.74,3.96,85.96,61.14,97.22
4.31,6.69,0.01,91.64,89.1,121.97
4.68,7.43,2.68,60.76,52.8,98.42
1.19,5.86,4.3,62.31,51.84,59.09
2.4,6.22,0.52,84.39,54.72,86.43
4.86,8.58,1.35,94.32,71.88,123.83
2.46,8.81,2.83,77.66,61.95,90.98
2.71,3.68,3.99,59.78,63.02,70.56
2.76,4.11,1.66,61.04,81.91,84.91
2.11,7.9,0.69,85.89,73.41,96.44
7.71,4.05,3.35,63.78,76.64,124.66
1.63,4.04,1.95,64.44,55.97,64.57
6.15,3.41,2.59,68.49,86.58,115.57
2.18,8.05,1.83,57.26,51.56,77.95
2.66,8.12,1.72,92.51,62.4,97.54
4.78,8.91,4.37,70.03,96.34,120.54
6.27,4.58,2.68,86.26,55.83,113.05
6.86,5.94,0.37,89.57,50.42,125.87
5.23,7.99,2.66,79.58,54.03,111.25
3.28,3.33,2.34,61.13,74.41,82.92
3.62,3.41,1.77,56.68,71.27,84.82
2.17,4.22,2.29,72.53,81.66,82.1
1.54,4.6,3.63,91.67,71.44,76.46
5.3,7.76,0.86,96.11,53.56,119.49
7.32,4.37,3.16,81.93,92.06,134.1
2.12,8.43,3.15,56.17,70.57,83.14
6.2,4.08,1.84,85.38,61.64,114.58
7.23,8.31,1.14,57.98,58.84,128.65
6.37,5.88,1.09,94.45,52.15,121.98
7.76,6.8,2.36,67.53,95.25,143.92
4.87,6.42,3.96,83.82,80.13,112.39
6.97,6.75,3.92,90.23,79.19,133.9
6.18,4.05,2.56,67.86,87.75,118.06
5.77,3.97,1.08,67.66,71.65,110.66
3.36,7.62,2.32,95.98,85.84,111.6
4.53,8.12,4.78,93.06,88.64,118.99
3.95,7.53,1.09,72.85,53.02,99.07
6.94,7.19,1.1,50.91,69.17,124.77
5.64,5.13,2.15,51.09,51.67,97.79
4.18,6.73,0.77,90.57,63.64,108.92
1.85,6.71,0.87,70.52,94.48,93.98
2.46,3.15,1.34,86.91,63.54,80.43
2.77,7.37,1.07,89.61,80.67,104.08
6.19,3.92,2.69,93.72,86.16,124.64
6.95,6.27,4.05,69.54,54.93,116.04
6.32,4.94,0.17,54.28,72.13,116.5
1.6,7.57,0.08,78.34,50.08,80.5
5.95,6.82,1.69,77.42,55.3,115.98
3.9,8.54,2.04,61.11,86.11,109.45
1.09,8.62,2.83,62.92,97.02,87.66
1.71,7.09,2.44,75.35,70.62,82.66
2.58,5.7,1.62,65.63,68.41,84.12
3.52,8.52,1.36,92.27,62.99,107.38
4.93,4.02,4.68,50.64,96.31,100.74
2.23,8.61,2.93,97.0,74.68,99.05
2.16,7.76,0.0,81.43,61.65,91.79
7.99,6.72,3.53,65.73,75.11,134.77
7.47,3.33,0.45,52.04,70.39,120.1
3.49,6.42,4.41,82.87,71.38,95.31
4.33,5.44,2.13,89.6,90.54,114.09
2.27,8.07,0.45,93.94,63.86,97.49
4.94,4.75,1.49,63.84,84.7,108.75
7.26,7.0,0.99,56.87,93.26,138.68
2.85,6.48,2.43,67.16,52.26,81.26
7.84,5.72,2.3,95.13,53.04,132.87
6.85,3.39,3.18,83.15,79.05,122.04
4.96,6.72,4.61,56.1,53.2,93.68
1.2,4.69,4.57,86.62,89.7,77.58
2.84,9.0,1.76,54.19,79.88,97.24
3.6,7.72,2.7,89.91,54.35,98.92
4.64,8.85,1.95,97.34,51.43,114.21
4.01,6.23,1.12,95.33,78.99,112.75
2.43,6.85,4.21,53.6,51.17,70.59
4.61,4.77,3.7,58.13,70.4,94.0
2.93,5.0,2.85,58.13,62.09,77.91
2.37,4.13,2.46,58.5,84.8,80.27
5.78,7.28,2.66,72.63,58.48,113.73
3.46,5.49,1.77,52.67,60.39,84.01
4.05,5.04,3.78,90.45,97.22,110.02
5.34,6.71,0.19,53.08,68.47,111.12
6.81,4.81,4.77,84.97,93.71,129.19
1.95,5.06,3.52,82.74,52.89,71.64
7.8,5.8,4.15,66.09,60.19,123.21
5.75,5.84,4.96,50.11,75.25,104.52
5.34,6.11,3.2,85.29,80.8,117.87
3.44,5.21,4.45,65.43,73.89,86.86
7.08,6.99,0.11,96.69,67.82,140.56
2.69,6.65,0.84,84.95,50.08,88.0
5.12,7.47,0.49,95.02,88.33,131.37
5.63,7.28,4.54,83.31,88.05,123.65
5.91,4.64,4.08,77.29,63.82,107.64
6.82,5.33,4.94,57.06,51.89,105.41
3.04,4.23,3.29,83.06,95.83,96.68
7.15,4.81,1.36,83.64,91.93,137.9
2.88,3.22,0.21,67.37,94.05,93.03
6.39,5.26,3.02,68.47,84.3,121.56
3.9,7.88,2.97,71.84,81.55,107.01
7.28,6.77,0.3,74.67,53.06,128.86
3.57,6.8,0.62,85.31,86.17,111.4
1.65,6.2,4.69,61.07,89.18,78.08
5.07,7.98,0.3,80.37,69.06,120.72
1.48,7.38,2.13,88.5,55.03,79.73
6.05,7.39,2.96,61.52,84.38,122.94
3.71,6.99,0.29,79.83,56.1,100.18
1.44,3.19,3.0,82.95,61.9,66.21
6.75,4.7,3.6,92.21,88.29,130.59
6.95,5.71,4.55,65.02,53.29,111.35
3.89,5.13,1.33,72.78,84.81,103.46
2.78,5.04,3.71,92.99,63.53,86.06
3.89,5.09,3.58,81.14,63.02,92.67
6.24,8.32,0.26,66.96,89.71,136.54
1.69,8.87,3.92,79.19,55.16,79.77
2.81,8.98,3.62,54.68,79.58,93.29
4.66,6.07,0.46,57.53,77.05,107.27
2.19,5.55,2.79,64.96,69.21,77.94
6.57,5.33,0.58,67.59,71.93,123.03
6.72,3.42,4.85,98.84,75.34,120.81
5.03,3.67,4.08,84.72,93.22,110.83
6.83,6.35,4.92,97.68,96.95,138.78
7.83,3.29,2.2,71.93,97.48,136.5
6.54,5.3,1.67,80.47,97.27,134.51
7.01,3.72,3.53,62.88,90.78,122.38
1.32,4.96,1.15,74.84,93.84,84.48
4.24,7.35,2.55,68.99,67.96,102.97
6.04,4.29,4.43,61.33,53.42,98.18
5.72,4.99,1.31,95.37,57.36,115.4
7.13,5.72,0.68,72.17,87.43,136.6
5.26,8.57,2.78,61.56,76.46,116.53
7.74,5.8,4.82,88.1,79.28,135.52
7.94,8.62,0.05,87.86,62.75,148.67
4.6,3.03,0.61,80.32,76.21,103.88
4.11,5.9,1.88,51.72,86.01,100.85
1.29,8.13,2.49,61.25,82.52,82.42
5.54,8.95,2.88,58.04,75.17,118.45
3.23,3.64,3.2,86.56,61.43,84.12
5.41,7.34,2.7,81.17,84.27,123.33
1.17,8.83,1.11,93.04,60.17,86.81
5.29,6.47,0.59,98.14,54.1,116.95
7.16,8.92,1.22,87.83,91.06,151.5
7.5,4.65,4.69,68.54,67.45,119.57
6.7,3.26,2.54,54.47,64.85,107.26
4.69,6.98,3.54,66.43,92.95,113.21
2.17,8.19,3.86,95.3,70.57,93.19
7.79,4.7,3.49,81.19,52.85,122.72
3.32,5.53,2.73,95.98,95.85,108.17
7.05,3.63,1.48,84.96,57.72,119.92
1.94,3.93,3.62,99.34,80.57,84.0
2.27,8.85,1.08,51.51,84.84,94.19
1.35,3.69,1.62,98.67,79.24,81.25
3.03,3.41,4.61,79.51,59.96,76.14
5.87,4.23,1.29,53.86,90.52,115.32
5.06,7.27,4.24,68.94,55.66,101.85
3.08,8.33,2.24,50.25,66.57,89.96
6.25,5.24,1.21,97.77,68.62,126.31
7.16,4.68,4.79,96.01,86.7,132.38
6.8,4.94,0.56,73.73,58.86,120.58
4.65,8.07,0.04,96.24,52.93,116.0
6.14,3.94,0.2,82.62,64.81,117.35
5.4,8.52,3.48,59.15,60.33,109.12
4.72,7.26,0.56,67.43,79.09,115.01
7.79,6.53,3.37,61.48,65.42,127.57
6.27,6.37,2.32,94.28,60.78,123.51
2.19,5.84,3.98,63.7,92.23,85.26
3.3,7.72,1.09,77.03,82.76,106.92
2.96,8.64,1.93,93.3,86.81,111.42
6.09,5.47,0.1,53.25,92.68,124.1
5.07,6.06,1.85,65.13,74.04,109.29
6.38,7.64,2.64,51.68,89.74,126.47
3.12,8.95,0.38,51.09,68.18,96.75
7.08,7.82,1.96,60.49,92.64,138.5
4.72,5.95,3.2,83.08,71.3,107.4
6.85,8.89,2.0,60.39,67.64,129.48
7.04,3.73,0.36,57.17,61.15,115.41
2.21,6.24,2.6,65.72,92.41,90.11
2.47,8.58,0.96,62.11,85.05,98.69
1.25,7.49,2.89,55.47,62.54,69.57
3.26,7.39,4.33,83.49,78.96,99.49
1.8,5.07,4.83,70.84,64.01,68.62
2.84,7.95,3.17,92.65,85.59,105.13
5.85,3.32,4.68,76.57,92.82,113.31
3.83,6.35,1.65,69.38,61.22,95.56
7.38,5.94,2.05,99.59,70.27,138.11
2.46,4.86,4.47,82.25,75.45,82.61
4.34,6.64,3.36,67.33,92.64,109.51
1.51,4.48,4.84,87.94,62.13,68.56
7.54,4.06,3.42,75.49,77.6,126.92
5.56,5.7,3.39,66.32,71.05,108.7
3.19,6.39,1.15,66.13,62.32,90.34
4.66,4.98,2.48,56.8,87.21,103.81
7.19,3.79,2.9,78.31,86.95,128.57
2.01,3.54,1.44,61.76,88.99,79.97
1.68,7.71,0.39,81.67,80.96,94.31
7.89,7.97,4.0,64.32,69.42,133.98
7.8,4.36,1.71,69.69,94.38,138.49
2.66,5.38,3.24,98.37,84.07,96.71
2.16,6.04,3.66,66.17,59.26,73.79
6.76,6.56,0.55,81.35,65.66,130.04
7.2,6.95,2.08,51.23,93.87,134.44
6.06,4.02,4.32,72.57,74.06,109.39
6.97,5.76,4.48,90.36,55.04,120.2
5.65,6.02,3.65,81.26,59.45,109.81
7.79,6.07,4.77,74.16,72.48,130.02
6.61,5.79,2.52,83.91,53.14,118.22
4.76,3.5,4.35,76.62,81.3,100.18
4.23,4.05,0.34,60.26,52.01,88.43
7.15,5.96,0.1,64.54,91.28,137.91
1.37,5.13,2.54,79.76,73.46,75.93
2.43,4.1,2.59,54.15,88.68,80.7
6.98,6.1,2.28,90.46,80.95,136.08
6.39,5.25,4.33,79.62,80.67,120.75
7.45,4.32,1.14,69.96,62.29,123.61
5.93,3.87,0.43,60.88,62.92,107.56
5.12,5.78,4.06,98.4,97.08,123.71
2.65,8.01,1.85,86.77,87.02,105.07
4.03,3.06,0.67,72.82,70.96,94.35
6.15,3.76,0.19,58.35,54.58,105.61
3.86,4.98,1.81,79.21,59.64,93.71
3.08,7.67,3.64,78.28,75.57,97.19
3.38,5.42,3.28,79.29,82.1,96.74
1.14,8.81,2.4,86.57,70.03,85.9
2.32,3.41,2.63,67.5,78.22,77.4
3.14,3.58,0.44,56.35,66.15,81.45
3.0,3.82,0.41,66.07,71.29,85.93
2.93,7.0,1.54,83.22,55.0,91.28
6.36,8.69,0.17,87.95,62.59,134.43
7.74,3.44,4.72,69.67,95.74,129.75
5.25,6.53,2.45,60.43,97.39,118.98
6.64,3.66,3.84,67.08,75.33,113.27
1.2,6.03,1.74,81.49,55.13,71.93
7.72,5.91,1.78,92.0,75.74,141.59
5.72,3.29,4.06,86.34,96.96,117.93
6.83,6.02,3.83,87.32,63.89,123.63
7.23,6.43,4.77,64.9,83.09,127.52
3.78,4.94,0.91,54.26,71.72,91.96
4.54,5.78,3.16,67.55,57.56,95.18
2.23,8.75,4.21,70.49,70.47,87.22
5.88,8.99,1.88,76.74,76.95,129.95
1.35,8.49,0.84,51.71,79.43,83.23
3.11,3.32,2.78,54.54,93.7,86.27
4.87,4.4,3.07,89.11,82.96,110.78
1.83,4.52,0.15,74.63,90.1,88.21
5.17,3.12,1.46,88.12,67.37,106.35
5.81,6.26,1.1,92.57,87.96,131.82
3.42,5.73,0.98,68.52,69.11,94.25
2.58,4.7,0.05,77.0,50.55,80.56
7.84,3.58,0.82,68.42,54.76,122.05
1.6,4.93,0.87,82.83,71.74,81.01
7.63,4.06,4.47,74.52,72.74,123.35
3.4,5.13,0.49,73.73,94.1,104.81
3.39,4.51,3.92,94.58,70.18,92.66
7.42,4.0,4.3,96.35,80.34,131.22
1.98,7.48,1.71,73.55,93.28,96.24
4.68,4.54,1.3,62.11,87.69,106.88
7.5,7.68,0.15,88.9,56.88,139.7
7.69,7.41,4.0,96.0,95.21,150.32
5.29,7.82,3.66,69.32,63.29,109.88
3.06,3.32,4.26,73.26,62.59,75.99
5.61,3.0,1.54,95.29,55.17,107.04
2.68,3.52,1.91,83.27,88.75,91.34
5.69,6.55,3.08,59.37,52.57,103.58
7.18,4.58,0.2,73.88,53.31,121.41
7.67,8.04,3.94,92.82,91.7,149.79
6.42,7.59,1.11,94.31,67.21,133.54
3.14,7.67,0.62,88.04,80.41,108.65
2.7,6.2,2.04,90.13,53.29,87.19
4.13,4.12,2.77,72.05,78.64,97.04
2.08,6.93,2.28,75.51,94.46,95.33
3.44,4.24,3.06,64.49,58.22,80.19
5.02,6.61,3.94,68.39,80.09,109.72
2.6,4.33,2.09,57.99,72.38,78.58
6.95,6.97,1.23,87.61,73.02,136.45
7.3,8.48,1.93,68.55,85.49,142.08
4.08,6.87,2.64,68.76,63.15,97.98
6.79,7.54,0.83,57.56,89.15,135.0
6.5,5.4,0.5,68.35,90.53,130.45
7.37,3.86,2.59,88.49,79.79,131.16
6.32,3.19,2.88,78.36,68.52,111.57
3.48,8.09,0.66,89.04,91.15,117.5
4.55,6.91,4.0,54.92,53.8,91.71
1.92,3.05,2.04,69.8,85.55,77.48
5.87,3.42,1.91,97.21,80.53,120.67
2.74,8.31,3.43,63.13,78.62,93.17
5.9,3.69,2.9,82.19,53.75,104.57
1.92,5.88,1.21,64.11,96.33,90.28
7.67,6.53,0.01,77.97,60.14,136.06
4.14,6.44,0.45,61.75,55.64,96.43
3.65,8.06,3.96,84.24,87.2,109.2
4.85,7.92,2.9,77.14,61.47,109.36
4.94,3.38,1.84,89.13,73.02,106.85
5.44,8.32,2.31,53.25,91.45,121.84
2.88,5.43,2.15,95.69,95.99,104.98
6.49,6.55,2.89,92.39,88.05,135.2
4.3,3.68,0.9,72.97,52.1,90.65
4.5,4.97,1.19,66.07,74.78,102.71
2.33,6.61,3.0,58.54,95.96,90.77
2.5,5.67,3.11,75.4,72.97,85.09
5.35,6.3,0.47,69.21,63.15,112.16
5.32,5.62,2.68,96.3,95.64,126.5
3.11,5.46,1.7,79.1,78.1,95.95
3.2,6.15,1.24,86.69,88.78,106.28
1.66,7.08,2.54,64.8,80.27,82.6
6.88,4.94,3.1,67.08,85.3,124.8
1.97,6.76,2.4,80.02,50.24,77.3
5.54,8.06,2.47,92.3,83.48,130.24
7.21,3.48,3.52,53.21,75.09,114.32
6.02,6.33,1.65,66.52,51.2,110.32
4.52,6.23,2.35,98.03,96.62,122.7
5.76,3.58,4.35,70.92,62.38,100.11
3.8,7.85,4.12,83.79,76.46,105.26
6.6,6.4,1.53,80.38,61.33,124.22
4.63,8.25,3.16,82.07,78.25,115.98
2.87,8.26,3.31,69.37,94.44,102.56
2.04,5.87,3.15,76.94,58.38,76.13
4.84,6.31,0.09,54.32,90.82,114.97
1.36,4.65,3.86,86.06,85.14,78.31
6.14,4.39,1.76,87.38,76.77,121.87
1.38,4.02,2.93,80.12,97.36,81.61
1.63,6.31,2.84,63.39,60.64,71.17
1.51,7.27,3.36,62.04,72.52,76.27
1.54,7.04,1.82,90.29,50.04,78.45
2.75,8.89,3.82,74.33,54.46,87.85
2.25,8.1,1.72,67.11,87.64,96.3
5.22,8.98,4.89,55.7,69.86,108.78
6.75,8.85,3.8,73.15,84.2,135.36
3.71,3.8,4.31,53.69,92.92,89.44
7.34,5.93,4.9,62.79,63.97,118.46
4.32,7.67,4.96,98.82,96.38,120.2
1.52,5.23,0.65,80.01,86.87,86.77
1.71,7.52,4.05,86.94,77.98,87.17
4.55,8.68,2.91,95.1,57.31,112.62
5.33,5.9,4.2,74.48,76.34,110.14
4.45,7.45,0.92,56.03,53.01,98.56
7.2,6.6,0.83,91.06,68.03,137.49
4.75,6.75,1.96,99.36,82.34,121.81
6.58,5.78,2.74,76.76,54.96,116.13
7.17,3.87,3.01,67.1,88.29,125.59
1.25,3.27,2.53,76.92,62.85,64.25
6.94,8.14,2.1,99.17,81.48,145.03
1.6,6.74,3.34,96.62,59.82,80.86
5.2,5.9,2.83,98.34,56.23,110.88
2.02,3.51,3.28,74.64,81.34,77.04
2.03,8.76,4.33,63.29,72.19,83.76
4.31,5.29,0.49,96.79,61.94,107.48
4.43,7.11,4.65,93.67,62.74,105.07
7.17,6.9,0.55,95.51,53.41,134.17
7.73,6.35,1.55,68.55,51.31,126.57
5.75,7.06,4.25,53.74,55.28,102.66
7.6,6.51,2.73,92.74,61.41,134.82
1.47,7.63,4.18,62.35,85.93,80.84
4.38,5.12,1.08,73.61,80.69,106.95
4.26,6.26,0.01,61.72,73.02,104.82
1.41,7.46,4.7,89.02,55.07,74.39
2.66,4.02,1.67,85.2,61.16,82.71
4.69,8.17,4.75,68.73,54.2,99.46
2.03,4.55,4.48,97.15,91.1,88.55
2.16,5.87,2.48,54.43,88.95,83.97
7.81,6.27,4.64,58.84,66.46,124.03
1.14,4.24,2.0,72.44,67.11,67.6
1.15,3.29,3.32,74.45,55.12,58.01
3.6,4.96,4.38,53.07,89.47,90.27
5.31,5.31,4.06,65.45,80.68,107.47
5.73,6.91,0.71,50.68,51.19,106.51
6.61,8.79,1.46,92.68,88.82,146.3
1.35,5.23,3.66,87.18,79.96,78.65
3.98,4.47,0.15,91.75,95.79,114.72
1.4,5.62,3.48,75.38,83.79,78.6
7.46,4.12,3.62,94.2,59.73,124.38
5.78,7.36,0.02,65.46,66.23,120.17
5.6,8.81,0.58,91.38,83.45,136.46
5.53,5.16,2.32,99.81,90.5,126.73
1.37,6.38,0.52,91.4,63.39,83.18
3.05,3.04,1.94,97.06,97.57,100.86
2.59,4.26,0.1,65.88,55.2,77.69
6.21,4.69,3.98,54.43,61.03,102.77
5.22,3.31,3.68,52.35,62.64,90.28
5.66,3.02,0.52,64.35,72.5,107.28
4.33,6.74,3.81,88.77,58.69,101.72
6.59,8.56,1.53,58.59,83.06,132.75
3.53,8.62,3.82,88.16,64.87,102.37
3.13,3.95,2.08,93.43,94.0,101.44
2.82,5.7,3.95,57.85,69.04,79.51
4.94,4.72,0.11,86.26,79.42,116.07
2.84,3.26,0.4,68.11,59.1,78.58
2.67,7.29,2.34,77.95,93.76,102.07
4.87,3.74,2.86,63.91,93.0,105.68
2.69,8.85,2.63,56.29,61.37,86.96
1.89,8.69,4.95,76.21,97.1,94.85
2.01,5.76,0.82,82.97,50.32,78.75
6.35,4.93,1.69,86.38,71.02,122.85
4.64,7.2,3.7,84.88,97.57,120.44
5.74,7.41,0.63,91.3,65.22,126.1
4.72,5.13,3.93,58.09,82.44,100.38
4.41,5.71,3.45,52.54,57.65,88.73
2.47,8.41,4.03,96.31,61.03,92.7
7.71,4.35,2.01,98.61,91.02,144.44
2.93,5.75,4.94,77.77,92.63,94.11
3.13,7.76,3.44,52.04,94.2,97.86
2.96,6.03,1.29,56.28,67.3,85.96
7.27,4.31,1.58,52.06,50.28,110.88
2.11,6.63,1.14,96.01,85.6,99.6
1.39,5.84,0.33,75.57,94.65,89.9
3.21,4.61,0.94,68.19,56.32,83.82
2.3,5.87,1.03,67.94,76.06,87.08
5.79,6.9,3.09,56.61,66.92,110.35
6.75,3.62,2.99,98.12,51.7,115.74
4.91,3.72,3.4,83.29,63.15,98.82
6.94,5.04,1.19,87.89,95.92,139.97
4.85,5.87,4.4,67.2,76.51,103.2
3.96,4.66,2.61,72.97,85.33,100.41
4.05,4.78,3.19,86.05,63.58,95.65
6.79,4.33,3.85,87.1,64.96,118.52
7.98,6.02,2.24,90.74,85.0,146.62
3.97,7.68,0.53,67.38,50.42,98.08
4.57,8.89,0.92,63.25,95.45,123.09
3.0,3.17,2.28,89.05,63.95,84.21
5.52,8.73,3.74,51.24,67.52,110.8
7.7,3.05,2.13,96.38,86.93,137.91
3.12,3.13,1.06,81.84,80.38,92.08
6.47,6.7,4.75,97.07,85.39,132.15
5.69,8.71,1.86,76.98,62.61,121.74
2.24,8.65,3.99,79.62,60.74,86.34
3.14,8.95,2.9,69.28,83.2,103.37
4.66,6.75,3.14,66.62,52.78,97.03
6.23,3.02,0.92,79.97,54.05,108.87
4.93,4.03,2.48,87.4,79.32,109.46
4.09,7.92,4.43,67.75,63.36,97.39
1.79,8.21,2.15,52.6,88.12,87.49
7.56,4.24,2.29,94.35,72.4,133.41
2.64,8.01,0.22,50.66,56.44,85.11
2.7,4.63,2.56,94.71,52.36,82.46
1.89,4.0,0.74,52.14,60.14,67.26
1.06,5.29,0.16,55.08,91.76,78.3
7.9,7.14,2.61,62.47,64.84,131.95
1.27,6.51,0.55,67.49,63.33,75.43
2.06,4.04,2.98,83.83,60.15,73.94
3.7,5.88,2.17,81.84,88.48,106.52
2.7,3.67,1.28,73.82,65.61,81.17
5.88,5.51,3.49,70.48,97.05,122.42
3.69,5.58,3.9,84.8,95.06,105.63
2.22,7.12,0.85,56.94,97.8,95.86
6.38,7.91,2.83,95.46,95.12,142.16
7.85,6.57,2.45,50.31,74.38,130.34
4.76,4.78,4.07,94.35,61.21,101.8
5.38,5.58,2.09,84.66,50.18,106.44
6.74,7.85,3.73,58.45,62.73,119.42
2.5,8.34,4.35,93.98,68.09,94.2
2.59,3.32,2.09,86.62,67.73,82.12
6.42,3.1,1.3,67.14,52.41,105.6
4.3,4.97,2.47,78.19,84.7,106.01
6.53,3.67,3.56,87.01,90.07,124.8
2.24,6.13,4.69,73.35,56.65,73.8
4.06,8.34,2.8,57.02,69.0,100.69
3.86,5.04,4.81,84.57,51.57,86.27
2.43,5.68,3.14,74.43,85.52,89.14
1.58,3.1,3.5,83.73,78.31,72.93
1.33,8.0,1.16,66.18,83.55,86.91
1.81,3.11,3.77,98.49,57.28,70.48
6.4,8.42,1.58,97.37,53.51,130.28
5.35,6.94,2.59,56.57,94.36,118.49
7.67,4.99,1.11,96.78,86.66,145.44
3.95,7.65,4.78,83.5,71.44,102.53
4.35,3.96,3.01,56.12,51.84,82.61
2.4,7.32,0.49,72.65,65.62,90.6
1.53,8.01,0.51,77.86,92.46,97.09
4.98,8.55,1.14,51.36,93.57,120.99
4.65,3.58,3.8,80.72,71.64,97.91
4.21,7.68,0.96,74.66,69.95,109.36
1.78,7.88,2.57,59.95,75.94,82.86
1.98,3.34,3.47,99.24,59.48,74.42
1.86,8.23,4.06,54.25,58.54,72.97
7.86,7.13,2.97,84.09,64.62,137.26
3.19,3.96,2.63,56.91,78.66,83.88
6.44,6.77,1.25,75.69,74.83,128.43
7.22,3.65,0.15,58.3,84.81,127.05
2.14,4.94,1.63,95.13,73.85,88.93
7.65,4.16,1.67,96.5,59.77,130.81
7.4,8.23,1.68,95.08,59.3,140.19
7.45,5.97,4.75,55.44,91.47,128.65
6.73,4.09,4.38,70.93,51.63,106.06
7.76,7.39,1.07,59.28,53.07,128.85
3.97,4.28,2.81,72.55,73.0,93.92
3.49,5.12,1.8,80.79,52.62,88.43
2.62,8.56,1.47,64.17,83.12,98.82
2.91,5.91,2.26,62.01,76.39,88.61
3.17,5.24,4.54,83.15,73.05,89.38
4.23,4.84,0.39,88.03,88.16,113.5
1.77,8.49,0.58,89.41,50.13,87.13
6.39,4.37,2.43,54.38,53.68,103.57
1.9,8.75,1.98,58.98,59.9,81.03
5.88,6.02,3.32,96.58,90.88,129.62
4.29,3.45,2.41,75.24,73.65,96.17
2.39,8.32,4.84,96.66,63.68,91.23
6.94,3.88,1.86,84.87,91.53,132.45
7.62,7.99,2.83,55.65,50.2,123.69
5.85,4.45,3.22,99.25,91.03,125.7
6.95,5.49,4.2,67.96,51.37,111.56
1.2,8.33,2.89,97.67,67.7,86.36
2.51,3.28,1.58,65.39,60.41,73.02
6.1,6.97,4.26,80.56,93.09,128.69
4.12,3.38,3.44,86.83,67.14,93.23
2.51,8.38,4.5,97.26,90.92,104.32
7.66,6.8,2.43,59.66,89.28,138.07
1.1,5.92,1.74,63.63,57.57,66.31
5.03,8.52,3.84,84.91,87.44,123.57
6.46,5.29,2.59,85.54,54.02,116.08
7.18,7.41,3.84,50.94,69.97,122.46
2.85,7.22,1.58,81.76,71.68,97.36
4.87,4.55,0.33,90.22,52.86,105.07
1.67,6.93,3.41,71.59,52.39,71.41
